,"dateUpdated","timeUpdated","brand","categories","colors","name","isSale","offer"
"AWo0fWfaJbEilcB6MSR-","2019-04-19","2019-04-19T07:09:32Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","Steel Grey","City Classified Decade-S Women's Perforated Ankle Booties",,"Online only"
"AWo0gaErM263mwCq5z1t","2019-04-19","2019-04-19T07:09:31Z","ELLIE","Clothing,Shoes,Womens Shoes,All Womens Shoes","TEAL","ELLIE 609-AKASHA Women's 6 Heel Clear Upper Ankle Strap Platform Sandal",,"Online only"
"AWo0g7WbAGTnQPR7rAbL","2019-04-19","2019-04-19T07:09:31Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","City Classified Women's Round Toe Braided Strap Ankle Boot",,"Online only"
"AWo0gKAmM263mwCq5zuZ","2019-04-19","2019-04-19T07:09:31Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","City Classified Women's Round Toe Braided Strap Ankle Boot",,"Online only"
"AWo0kxBUM263mwCq51M2","2019-04-19","2019-04-19T07:09:30Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","Cognac","City Classified Catch-S Women's Buckle Strap Ankle Booties",,"Online only"
"AWo0kC2tM263mwCq51Hh","2019-04-19","2019-04-19T07:09:30Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","City Classified Women's Round Toe Braided Strap Ankle Boot",,"Online only"
"AWo0f8TUM263mwCq5zoP","2019-04-19","2019-04-19T07:09:30Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","City Classified Catch-S Women's Buckle Strap Ankle Booties",,"Online only"
"AWo0hEBz0U_gzG0hezg2","2019-04-19","2019-04-19T07:09:30Z","Delicious","Clothing,Shoes,Womens Shoes,All Womens Shoes","Dark Blue","Delicious Women's Stretch Denim Ripped Jean Thigh High Over Knee Pointy Toe Stiletto Heel Boot (Dark Blue, 9 B(M) US)",,"Online only"
"AWo0iZgeAGTnQPR7rBIR","2019-04-19","2019-04-19T07:09:29Z","ELLIE SHOES","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Deluxe Knee High Easy Lace Boots",,"Online only"
"AWo0mtOKM263mwCq51bU","2019-04-19","2019-04-19T07:09:29Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Brown Suede","DELUXE-653, 5 1/2'' Heel, 1 3/4'' Cut-Out Sling-Back Sandal",,"Online only"
"AWo0ga6W0U_gzG0hezMI","2019-04-19","2019-04-19T07:09:29Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","Chestnut","City Classified Sprint Women's Cut Out Ankle Booties",,"Online only"
"AWo0hYWC0U_gzG0hezq2","2019-04-19","2019-04-19T07:09:29Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","Tan","City Classified Women's Faux Leather Mid Calf Stacked Heel Boot (Tan, 9 B(M) US)",,"Online only"
"AWo0jWR5JbEilcB6MT7b","2019-04-19","2019-04-19T07:09:29Z","Floral","Clothing,Shoes,Womens Shoes,All Womens Shoes","Silver","FLORAL Emma Women's Wide Width Evening Dress Shoes for Wedding, Prom, Dinner GOLD 7",,"Online only"
"AWo0iZd3AGTnQPR7rBIO","2019-04-19","2019-04-19T07:09:28Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","Dark Blush","City Classified Stylish-S Women's Zipper Ankle Booties",,"Online only"
"AWo0fet50U_gzG0heyxU","2019-04-19","2019-04-19T07:09:28Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","City Classified Stylish-S Women's Zipper Ankle Booties",,"Online only"
"AWo0fE88M263mwCq5zQi","2019-04-19","2019-04-19T07:09:28Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","City Classified Stylish-S Women's Zipper Ankle Booties",,"Online only"
"AWo0fbLF0U_gzG0heyv4","2019-04-19","2019-04-19T07:09:27Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","Off White","City Classified Elect S Women's Peep Toe Cut Out Ankle Bootie",,"Online only"
"AWo0kFp6M263mwCq51H6","2019-04-19","2019-04-19T07:09:25Z","City Classified","Womens Shoes,Clothing,All Womens Shoes,Shoes","Dark Mauve","City Classified Coin Women's Shoes Faux Suede Slip On Bootie Taupe",,"Online only"
"AWo0f1Yk0U_gzG0hey6U","2019-04-19","2019-04-19T07:09:23Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","cognac","City Classified Base Women's Faux Suede Lace Up Bootie",,"Online only"
"AWo0iWWgM263mwCq50xq","2019-04-19","2019-04-19T07:09:23Z","Delicious","Clothing,Shoes,Womens Shoes,All Womens Shoes","Gold","Delicious Cornelia Womens Pearl Embellished Open Toe Heel",,"Online only"
"AWo0gnh5JbEilcB6MS2L","2019-04-19","2019-04-19T07:09:18Z","Nature Breeze","Clothing,Shoes,Womens Shoes,All Womens Shoes","Brown","Nature Breeze Vivienne-01 Leatherette Quilted Knee High Riding Boot AE86",,"Online only"
"AWo0fryU0U_gzG0hey2Y","2019-04-19","2019-04-19T07:09:17Z","Nature Breeze","Clothing,Shoes,Womens Shoes,All Womens Shoes","Brown","Nature Breeze Vivienne-01 Leatherette Quilted Knee High Riding Boot AE86",,"Online only"
"AWo0hTxbM263mwCq50SO","2019-04-19","2019-04-19T07:09:16Z","Nature Breeze","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Nature Breeze Womens Lauren-03 Fashion Buckle Strap Knee High Boot",,"Online only"
"AWo0iZ5wJbEilcB6MTuR","2019-04-19","2019-04-19T07:09:08Z","Nature Breeze","Clothing,Shoes,Womens Shoes,All Womens Shoes","Tan","Nature Breeze BG10 Women Leatherette Quilted Lace Up Combat Boot",,"Online only"
"AWo0hqfvM263mwCq50dl","2019-04-19","2019-04-19T07:09:08Z","Nature Breeze","Clothing,Shoes,Womens Shoes,All Womens Shoes","Tan","Nature Breeze BG10 Women Leatherette Quilted Lace Up Combat Boot",,"Online only"
"AWo0l5hbAGTnQPR7rBrg","2019-04-19","2019-04-19T07:09:08Z","White Mountain","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black/Burnished Smooth","White Mountain Womens Remi Round Toe Knee High Fashion Boots",,"Online only: 20% off"
"AWo0fFEOJbEilcB6MSI7","2019-04-19","2019-04-19T07:09:08Z","Refresh","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Youth-01 Women Waterproof Warm Hiking Snow Rain Winter Mid Calf Drawstring Boot Black",,"Online only"
"AWo0iT3hM263mwCq50v6","2019-04-19","2019-04-19T07:09:06Z","Nature Breeze","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black","Perry by Nature Breeze, Women Ankle High Equestrian Riding Boots",,"Online only"
"AWo0hMFIJbEilcB6MTIV","2019-04-19","2019-04-19T07:09:03Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Bone Snake Leather","Women's Aerosoles Song Bird Open Toe Bootie",,"Online only: 20% off"
"AWo0gwS-JbEilcB6MS6y","2019-04-19","2019-04-19T07:09:00Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","Women's A2 by Aerosoles Best Role Bootie",,"Online only"
"AWo0jwE90U_gzG0he0ZD","2019-04-19","2019-04-19T07:09:00Z","Nature Breeze","Clothing,Shoes,Womens Shoes,All Womens Shoes","Camel","Nature Breeze Women's Pull On Booties",,"Online only"
"AWo0hf7pM263mwCq50X-","2019-04-19","2019-04-19T07:08:58Z","UGG Australia","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Womens UGG Australia Kilmer Combat Boots, Black Leather",,"Online only"
"AWo0mTDrM263mwCq51YN","2019-04-19","2019-04-19T07:08:58Z","Nature Breeze","Clothing,Shoes,Womens Shoes,All Womens Shoes","Cognac","Women Leatherette Quilted Strap Cigar Heel Ankle Bootie BD83",,"Online only"
"AWo0fdkA0U_gzG0heyw6","2019-04-19","2019-04-19T07:08:58Z","Nature Breeze","Clothing,Shoes,Womens Shoes,All Womens Shoes","Cognac","Women Leatherette Quilted Strap Cigar Heel Ankle Bootie BD83",,"Online only"
"AWo0gnSgJbEilcB6MS2F","2019-04-19","2019-04-19T07:08:58Z","Brinley Co.","Womens Shoes,Clothing,All Womens Shoes,Shoes","Blue","Womens Stud Faux Suede Side Slit Booties",,"Online only: 46% off"
"AWo0fNpA0U_gzG0heyrI","2019-04-19","2019-04-19T07:08:56Z","white-mountain","Womens Shoes,Clothing,All Womens Shoes,Shoes","Brown Leather","women's white mountain loyal",,"Online only"
"AWo0f6NI0U_gzG0hey8W","2019-04-19","2019-04-19T07:08:55Z","White Mountain","Womens Shoes,Clothing,All Womens Shoes,Shoes","White","Women's White Mountain Davenport Ankle Boot",,"Online only: 54% off"
"AWo0hnUT0U_gzG0hezyk","2019-04-19","2019-04-19T07:08:55Z","white-mountain","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black Leather","women's white mountain loyal",,"Online only"
"AWo0fPycM263mwCq5zWb","2019-04-19","2019-04-19T07:08:55Z","White Mountain","Womens Shoes,Clothing,All Womens Shoes,Shoes","Tobacco Embossed Fabric","Women's White Mountain Davenport Ankle Boot",,"Online only"
"AWo0gZODAGTnQPR7rAJ1","2019-04-19","2019-04-19T07:08:55Z","White Mountain","Womens Shoes,Clothing,All Womens Shoes,Shoes","Tobacco Embossed Fabric","Women's White Mountain Davenport Ankle Boot",,"Online only: 54% off"
"AWo0gmSVJbEilcB6MS1Y","2019-04-19","2019-04-19T07:08:45Z","Avia","Womens Shoes,Clothing,All Womens Shoes,Shoes","White","Avia Womens Rove Athletic Sneakers",,"Online only"
"AWo0iZwCAGTnQPR7rBIp","2019-04-19","2019-04-19T07:08:45Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Brown","Womens Faux Suede Mid-calf Stacked Wood Heel Boots",,"Online only: 44% off"
"AWo0gmIx0U_gzG0hezR2","2019-04-19","2019-04-19T07:08:44Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","Women's Back East Ankle Boot",,"Online only"
"AWo0gwMNM263mwCq50BS","2019-04-19","2019-04-19T07:08:44Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Grey","Womens Faux Suede Mid-calf Stacked Wood Heel Boots",,"Online only: 44% off"
"AWo0h3340U_gzG0hez6s","2019-04-19","2019-04-19T07:08:44Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Taupe","Womens Faux Suede Mid-calf Stacked Wood Heel Boots",,"Online only: 44% off"
"AWo0gf9OM263mwCq5z4p","2019-04-19","2019-04-19T07:08:43Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Womens Faux Suede Mid-calf Stacked Wood Heel Boots",,"Online only: 44% off"
"AWo0euCKM263mwCq5zGO","2019-04-19","2019-04-19T07:08:39Z","Softwalk","Womens Shoes,Clothing,All Womens Shoes,Shoes","Brown Printed Python","Softwalk Womens Hampshire Black Snake Flats Size 6.5",,"Online only"
"AWo0hEi1M263mwCq50Kd","2019-04-19","2019-04-19T07:08:39Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Neon Yellow Pat and Yellow","DELIGHT-1018UV, 6'' Heel, 1 3/4'' Platform Ankle Boot",,"Online only"
"AWo0jmVDJbEilcB6MT9n","2019-04-19","2019-04-19T07:08:39Z","White Mountain","Clothing,Shoes,Womens Shoes,All Womens Shoes","Cognac","White Mountain Womens Hadley Closed Toe Ankle Fashion Boots",,"Online only"
"AWo0fMzOJbEilcB6MSNa","2019-04-19","2019-04-19T07:08:37Z","White Mountain","Clothing,Shoes,Womens Shoes,All Womens Shoes","Tobacco Pebble Grain Fabric","White Mountain Shoes Taite Women's Boot",,"Online only: 73% off"
"AWo0iEF8JbEilcB6MTkI","2019-04-19","2019-04-19T07:08:36Z","White Mountain","Womens Shoes,Clothing,All Womens Shoes,Shoes","Natural Pebble Grain Fabric","White Mountain Shoes Taite Women's Boot",,"Online only: 73% off"
"AWo0g5BlJbEilcB6MS_q","2019-04-19","2019-04-19T07:08:34Z","Softwalk","Womens Shoes,Clothing,All Womens Shoes,Shoes","Brown Printed Python","Softwalk Womens Hampshire Black Snake Flats Size 6.5",,"Online only"
"AWo0h7FpM263mwCq50li","2019-04-19","2019-04-19T07:08:33Z","ELLIE","Womens Shoes,Clothing,All Womens Shoes,Shoes","Yellow","Ellie Shoes E-Gogo-N 3 Gogo Boots Neon With Zipper 5 / Yellow",,"Online only"
"AWo0gUMVM263mwCq5zzO","2019-04-19","2019-04-19T07:08:33Z","PleaserUSA","Womens Shoes,Clothing,All Womens Shoes,Shoes","NEON ORANGE STR PAT","GOGO-300UV, 3 Inch Heel Knee High Boot",,"Online only"
"AWo0ijSzJbEilcB6MT0k","2019-04-19","2019-04-19T07:08:32Z","Wild Rose","Clothing,Shoes,Womens Shoes,All Womens Shoes","Neon Yellow","Wild Rose BK55 Women Patent Leatherette Chains Open Toe Ankle Strap Stiletto Heel Sandal",,"Online only"
"AWo0giBW0U_gzG0hezPm","2019-04-19","2019-04-19T07:08:30Z","L'Artiste by Spring Step","Clothing,Shoes,Womens Shoes,All Womens Shoes","Red Multi Leather","Women's L'Artiste by Spring Step Elsie Boot",,"Online only"
"AWo0ilZPM263mwCq507J","2019-04-19","2019-04-19T07:08:29Z","Palladium","Clothing,Shoes,Womens Shoes,All Womens Shoes","Espresso/Putty","Palladium Womens Pallabrouse Baggy Canvas Fold-Over Combat Boots",,"Online only"
"AWo0gAHHAGTnQPR7q_-P","2019-04-19","2019-04-19T07:08:29Z","Palladium","Clothing,Shoes,Womens Shoes,All Womens Shoes","Stone Dark Khaki","Palladium Womens Pallabrouse Baggy Canvas Fold-Over Combat Boots",,"Online only"
"AWo0g4ANJbEilcB6MS-9","2019-04-19","2019-04-19T07:08:28Z","Drew","Womens Shoes,Clothing,All Womens Shoes,Shoes","Sky Blue Suede","Women's Drew Joy",,"Online only"
"AWo0grgeM263mwCq5z-a","2019-04-19","2019-04-19T07:08:28Z","Luichiny","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Imi Suede","Women's Luichiny Anna May Bootie",,"Online only"
"AWo0j3iz0U_gzG0he0Zv","2019-04-19","2019-04-19T07:08:28Z","Drew","Womens Shoes,Clothing,All Womens Shoes,Shoes","Sky Blue Suede","Women's Drew Joy",,"Online only"
"AWo0gcxh0U_gzG0hezNF","2019-04-19","2019-04-19T07:08:27Z","Demonia","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black/Red Patent","Women's Demonia Stomp 08",,"Online only"
"AWo0fybFJbEilcB6MSd2","2019-04-19","2019-04-19T07:08:27Z","L'Artiste by Spring Step","Womens Shoes,Clothing,All Womens Shoes,Shoes","Camel Multi Leather/Textile","Women's L'Artiste by Spring Step Barbie Tall Boot",,"Online only"
"AWo0fZtg0U_gzG0heyvf","2019-04-19","2019-04-19T07:08:26Z","Fergalicious","Clothing,Shoes,Womens Shoes,All Womens Shoes","Rosy Microfiber","Women's Fergalicious Tara Open Toe Bootie",,"Online only"
"AWo0f36rJbEilcB6MSga","2019-04-19","2019-04-19T07:08:26Z","Demonia","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black/Red Patent","Women's Demonia Stomp 08",,"Online only"
"AWo0g8LUJbEilcB6MTBS","2019-04-19","2019-04-19T07:08:26Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","White Stretch Patent and White","Adore-3000, 6 1/2'' Plain Stretch Thigh Boot",,"Online only"
"AWo0g7e80U_gzG0hezcv","2019-04-19","2019-04-19T07:08:25Z","Sbicca","Clothing,Shoes,Womens Shoes,All Womens Shoes","Gold","Women's Forager Ankle Bootie",,"Online only: 30% off"
"AWo0gO4LAGTnQPR7rAEO","2019-04-19","2019-04-19T07:08:25Z","Pleaser","Womens Shoes,Clothing,All Womens Shoes,Shoes","White Patent","Women's Pleaser Seduce 3010",,"Online only"
"AWo0hDas0U_gzG0hezgh","2019-04-19","2019-04-19T07:08:25Z","Fergie Footwear","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Goat Skin/Suede","Women's Fergie Footwear Naomi Slide",,"Online only"
"AWo0h5sjJbEilcB6MTe-","2019-04-19","2019-04-19T07:08:24Z","Pleaser","Womens Shoes,Clothing,All Womens Shoes,Shoes","Red Patent","Women's Pleaser Seduce 3010",,"Online only"
"AWo0h0dCJbEilcB6MTcT","2019-04-19","2019-04-19T07:08:24Z","Pleaser","Womens Shoes,Clothing,All Womens Shoes,Shoes","White Patent","Women's Pleaser Seduce 3010",,"Online only"
"AWo0hGNh0U_gzG0heziI","2019-04-19","2019-04-19T07:08:24Z","Pleaser","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black PU","Women's Pleaser Seduce 3010",,"Online only"
"AWo0hEQ_AGTnQPR7rAf5","2019-04-19","2019-04-19T07:08:23Z","Pleaser","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black Patent","Women's Pleaser Seduce 3010",,"Online only"
"AWo0iT_40U_gzG0he0Fo","2019-04-19","2019-04-19T07:08:23Z","Fergie Shoes","Clothing,Shoes,Womens Shoes,All Womens Shoes","Light Doe Cow Suede","women's fergie footwear elise harness boot",,"Online only"
"AWo0fZxWJbEilcB6MSTX","2019-04-19","2019-04-19T07:08:23Z","Pleaser","Womens Shoes,Clothing,All Womens Shoes,Shoes","White Patent","Women's Pleaser Seduce 3010",,"Online only"
"AWo0e-bE0U_gzG0heyiR","2019-04-19","2019-04-19T07:08:22Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Stretch PU","women's pleaser indulge 3063",,"Online only"
"AWo0ieNqM263mwCq502m","2019-04-19","2019-04-19T07:08:22Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","White/White","Women's Pleaser Kiss 3010",,"Online only"
"AWo0hULYM263mwCq50Sh","2019-04-19","2019-04-19T07:08:22Z","pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Stretch Polyurethane/Black Matte","women's pleaser electra 3000z",,"Online only"
"AWo0lLfIM263mwCq51Pf","2019-04-19","2019-04-19T07:08:21Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Patent/Black","Women's Pleaser Beyond 1020",,"Online only"
"AWo0gtJJM263mwCq5z_M","2019-04-19","2019-04-19T07:08:21Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Patent/Black","Women's Pleaser Beyond 1020",,"Online only"
"AWo0fv99M263mwCq5zil","2019-04-19","2019-04-19T07:08:21Z","pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Stretch Polyurethane/Black Matte","women's pleaser electra 3000z",,"Online only"
"AWo0hsid0U_gzG0hez1k","2019-04-19","2019-04-19T07:08:21Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Faux Leather/Black Matte","Women's Pleaser Beyond 1020",,"Online only"
"AWo0iTvdM263mwCq50vt","2019-04-19","2019-04-19T07:08:20Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Red Patent","Women's Pleaser Seduce 431",,"Online only"
"AWo0fRDzAGTnQPR7q_qZ","2019-04-19","2019-04-19T07:08:20Z","Funtasma","Womens Shoes,Clothing,All Womens Shoes,Shoes","Neon Hot Pink Stretch Patent","Women's Funtasma Gogo 300UV",,"Online only"
"AWo0hYRIJbEilcB6MTOv","2019-04-19","2019-04-19T07:08:20Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Patent","Women's Pleaser Seduce 431",,"Online only"
"AWo0imvaAGTnQPR7rBRk","2019-04-19","2019-04-19T07:08:18Z","L'Artiste by Spring Step","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Multi Leather","Women's L'Artiste by Spring Step Tapestry Open Toe Bootie",,"Online only"
"AWo0fnrFM263mwCq5zfb","2019-04-19","2019-04-19T07:08:17Z","Pleaser","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black Synthetic/Black/Hologram Stars","Men's Giorgio Brutini Genuine Snake 15549 Black 6 M",,"Online only"
"AWo0hpcPAGTnQPR7rAx5","2019-04-19","2019-04-19T07:08:17Z","pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Patent/Silver Multi Glitter","women's pleaser adore 1020lg platform ankle boot",,"Online only"
"AWo0im8FJbEilcB6MT2Z","2019-04-19","2019-04-19T07:08:16Z","Genuine Grip","Womens Shoes,Clothing,All Womens Shoes,Shoes","White Soft Full Grain Leather","Genuine Grip Women's Black Casual Oxford Shoe",,"Online only"
"AWo0h3BIAGTnQPR7rA4w","2019-04-19","2019-04-19T07:08:16Z","pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Patent/Black Multi Glitter","women's pleaser adore 1020lg platform ankle boot",,"Online only"
"AWo0gBgxJbEilcB6MSky","2019-04-19","2019-04-19T07:08:14Z","PleaserUSA","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Vegan Leather","SWING-105, 5 1/2'' Platform Ankle Boot",,"Online only"
"AWo0fxYjM263mwCq5zjI","2019-04-19","2019-04-19T07:08:14Z","Genuine Grip Footwear","Womens Shoes,Clothing,All Womens Shoes,Shoes","White Soft Full Grain Leather","Women's Genuine Grip Footwear Slip-Resistant Slip-on Casual",,"Online only: 24% off"
"AWo0g9p90U_gzG0hezd2","2019-04-19","2019-04-19T07:08:14Z","PleaserUSA","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Patent","SWING-105, 5 1/2'' Platform Ankle Boot",,"Online only"
"AWo0fF4FM263mwCq5zRI","2019-04-19","2019-04-19T07:08:14Z","PleaserUSA","Clothing,Shoes,Womens Shoes,All Womens Shoes","White Vegan Leather","SWING-105, 5 1/2'' Platform Ankle Boot",,"Online only"
"AWo0gv1TAGTnQPR7rAVI","2019-04-19","2019-04-19T07:08:13Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","White Stretch Pu","Women's Pleaser Electra 2000Z",,"Online only"
"AWo0hUULJbEilcB6MTMm","2019-04-19","2019-04-19T07:08:12Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","White Stretch Patent","Women's Pleaser Electra 2000Z",,"Online only"
"AWo0h3QkM263mwCq50j3","2019-04-19","2019-04-19T07:08:07Z","Carlos By Carlos Santana","Clothing,Shoes,Womens Shoes,All Womens Shoes","Bourbon","Womens Carlos by Carlos Santana Sterling Cowboy Boots, Brown, 5.5 US / 35.5 EU",,"Online only"
"AWo0fsrN0U_gzG0hey2i","2019-04-19","2019-04-19T07:08:07Z","Carlos By Carlos Santana","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","Womens Carlos by Carlos Santana Sterling Cowboy Boots, Brown, 5.5 US / 35.5 EU",,"Online only"
"AWo0iEVw0U_gzG0hez_y","2019-04-19","2019-04-19T07:08:06Z","Charles by Charles David","Clothing,Shoes,Womens Shoes,All Womens Shoes","Nude Leather","Women's Charles by Charles David Kitten Pump",,"Online only: 50% off"
"AWo0lz7DM263mwCq51U0","2019-04-19","2019-04-19T07:08:06Z","Brinley Co.","Womens Shoes,Clothing,All Womens Shoes,Shoes","Grey","Comfort Womens Distressed Caged Bootie",,"Online only: 41% off"
"AWo0lWuWM263mwCq51RX","2019-04-19","2019-04-19T07:08:06Z","White Stag","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Women's Casual Mary Jane Slip-on Shoe, Wide Width",,"Online and In Store"
"AWo0gO2KM263mwCq5zwF","2019-04-19","2019-04-19T07:08:05Z","Charles by Charles David","Clothing,Shoes,Womens Shoes,All Womens Shoes","Nude Leather","Women's Charles by Charles David Kitten Pump",,"Online only: 50% off"
"AWo0hidPAGTnQPR7rAuB","2019-04-19","2019-04-19T07:08:05Z","Bar Iii","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Bar Iii Women's Dove Banana Bread Ankle-High Boot - 10M",,"Online only: 74% off"
"AWo0iJPX0U_gzG0he0BX","2019-04-19","2019-04-19T07:08:05Z","Brinley Co.","Womens Shoes,Clothing,All Womens Shoes,Shoes","Grey","Comfort Womens Distressed Caged Bootie",,"Online only: 41% off"
